sfwnvk	1561	prod1561-shagovii-dvigatel-28byj-48-12v	28BYJ-48	3
w54f25	188	prod188-datchik-dima-mq-2	MQ-2	1
9jhkjg	HC-SR501	193|prod193-ik-datchik-dvijeniya-dlya-arduino-hc-sr501	2093|prod2093-kronshtein-dlya-krepleniya-infrakrasnogo-datchika-dvijeniya	2262|prod2262-datchik-dvijeniya-doplerovskii-mikrovolnovii-rcwl-0516	2507|prod2507-ik-datchik-dvijeniya-hc-sr505-dlya-arduino	7648|prod7648-datchik-ryhy-doplerovskii-mikrohvilovii-rcwl-9196
kpq9sh	HC-SR04	182|prod182-yltrazvykovoi-datchik-rasstoyaniya-hc-sr04	5143|prod5143-modyl-testirovaniya-datchika-hc-sr04	1244|prod1244-kronshtein-dlya-krepleniya-yltrazvykovogo-datchika	2419|prod2419-akrilovii-kronshtein-dlya-yltrazvykovogo-datchika-hc-sr04	8653|prod8653-yltrazvykovii-datchik-vidstani-us-100-z-vimiruvannyam-temperatyri
td3vsc	датчик вібрації	6692|prod6692-modyl-datchika-vibracii-dlya-ardyino-z-pzodatchikom-27mm	1429|prod1429-modyl-datchika-vibracii-sw-420	3600|prod3600-datchik-vibracii-sw-520d-1sht	5345|prod5345-datchik-naklona-rtytnii-102-1sht	8131|prod8131-bezdrotovii-datchik-ryhy-sonoff-pir3-rf-433mgc
mz2zj8	геркон	2988|prod2988-gerkon-2-kontaktnii	2989|prod2989-gerkon-3-kontaktnii	1837|prod1837-konstryktor-2-perekluchateli-iz-serii-prakticheskaya-elektronika	588|prod588-datchik-otkritiya-dverei-mc-38	7552|prod7552-konstryktor-elektronnii-doka-energiya-zvykiv-201-shema
e3cfhg	модуль датчика Холла	3638|prod3638-modyl-datchika-holla-a3144-v2	7618|prod7618-modyl-datchika-holla-a3144-v1	1203|prod1203-modyl-datchika-holla-ss49e	1210|prod1210-modyl-datchika-holla-a3144	5370|prod5370-achs-7122-current-sensor-carrier-20a-to-20a
3fyyks	SW-520D	3600|prod3600-datchik-vibracii-sw-520d-1sht	2542|prod2542-modyl-datchika-naklona-i-vibracii-sw-520d
39tfwq	датчик нахилу модуль	2542|prod2542-modyl-datchika-naklona-i-vibracii-sw-520d	7844|prod7844-mikrohvilovii-datchik-prisytnosti-ta-ryhy-mmwave-c4001-24ggc-25m-uart-vid-dfrobot	8811|prod8811-elecrow-crowpi-3-ai-stanciya-dlya-navchannya-ta-rozrobki-na-raspberry-pi-5-bazova-versiya	8592|prod8592-arduino-giga-display-shield
j8wsvc	ADXL335	6839|prod6839-3-osovii-akselerometr-gy-61-adxl335
nm953c	LSM6DS33	5929|prod5929-minimu-9-v5-gyro-accelerometer-and-compass-lsm6ds33-and-lis3mdl-carrier	8479|prod8479-modyl-pololu-minimu-9-v6-giroskop-akselerometr-ta-kompas-lsm6dso-and-lis3mdl	2580|prod2580-robot-balboa-32u4	5413|prod5413-altimu-10-v5-gyro-accelerometer-compass-and-altimeter-lsm6ds33-lis3mdl-and-lps25h-carrier
ckys6f	KY-037	1211|prod1211-yniversalnii-zvykovii-datchik-ky-037-analog-ta-cifra
s7nvfb	датчик звуку LM393	2619|prod2619-modyl-datchika-zvyka	1211|prod1211-yniversalnii-zvykovii-datchik-ky-037-analog-ta-cifra
254sj6	AS3935	5261|prod5261-modyl-datchika-molnii-as3935	5387|prod5387-sparkfun-micromod-weather-carrier-board
dv9d7g	BMP280	6017|prod6017-modyl-datchikiv-temperatyrivologostitisky-aht20bmp280	1758|prod1758-barometr-datchik-atmosfernogo-davleniya-na-bmp280	3768|prod3768-modyl-datchikiv-yakosti-povitrya-ccs811--hdc1080--bmp280	2799|prod2799-kombinaciya-datchikov-10-dof-imu-sensor-s-nizkim-potrebleniem	3267|prod3267-konstryktor-weather-station-dlya-sborki-meteostancii-s-solnechnoi-panelu-ot-dfrobot
bsfpm6	ESP32-S3	7183|prod7183-plata-rozrobnika-esp32-s3-z-1-47-displem-172320-262k-koloriv-wifi-bluetooth-rgb-svitlodiod	8785|prod8785-thinknode-m5-lora-transiver-meshtastic-meshcore-na-esp32-s3-e-ink-1-54-gps-1200-magod	8037|prod8037-thinknode-m2-meshtastic-lora-transiver-na-esp32-s3-z-1-3-oled-displem-ta-akymylyatorom-1000-mag	8228|prod8228-1-28-kryglii-sensornii-displei-crowpanel-240240-ips-z-esp32-s3-ta-povorotnou-rychkou-vid-elecrow	7659|prod7659-plata-rozrobki-waveshare-esp32-s3-iz-sensornim-displem-7-0-ips-lcd-800x480-wi-fi-bluetooth
bvh8h7	лазерний далекомір	4820|prod4820-lazernii-dalnomer-garmin-lidar-lite-v3hp	6636|prod6636-lazerna-ryletka-dalekomir-30-m-uf-tools	5288|prod5288-lazernii-dalnomer-lidar-lite-v3	6240|prod6240-datchik-vidstani-pololu-vl53l7cx-time-of-flight-88-shirokokytnii-350-sm	6368|prod6368-lazernaya-ryletka-dalnomer-fnirsi-ir40-do-40-metrov
x7fern	термістор модуль	5213|prod5213-modyl-rasshireniya-portov-s-interfeisom-1-wire-sdelano-v-ykraine	1940|prod1940-cifrovoi-modyl-s-termistorom	1207|prod1207-ir-termomodyl	660|prod660-preobrazovatel-acpcap-pcf8591	3768|prod3768-modyl-datchikiv-yakosti-povitrya-ccs811--hdc1080--bmp280
vqezaw	датчик температури цифровий	2825|prod2825-datchik-temperatyri-i-vlajnosti-sht31-d-iic	2318|prod2318-datchik-temperatyri-ds18s20-cifrovoi	4760|prod4760-datchik-atmosfernogo-tisky-aht10-5vi2c	4497|prod4497-datchik-temperatyri-i-vlajnosti-sht30-i2c	4499|prod4499-modyl-datchika-temperatyri-i-vlajnosti-sht20-i2c
khwjp6	DHT11	185|prod185-datchik-vlajnosti-i-temperatyri-dht11	602|prod602-modyl-datchika-vlajnosti-i-temperatyri-dht11	2618|prod2618-modyl-datchika-temperatyri-i-vlajnosti-dht22	7244|prod7244-datchik-vologosti-ta-temperatyri-keyestudio-dht22-am2302-rj11-easy-plug-dlya-arduino	8144|prod8144-startovii-komplekt-acebott-qe001-esp32-dlya-rozymnogo-domy-iot-z-arduino
afe23h	GY-21	1222|prod1222-datchik-vlajnosti-i-temperatyri	6616|prod6616-datchik-vologosti-ta-temperatyri-htu21d
r5tqaz	INMP441	7910|prod7910-modyl-mems-mikrofony-inmp441
syqp28	GY-271	659|prod659-magnitometr-cifrovii-gy-271m-hmc5983-i2cspi
t2qq5c	MAX30102	2036|prod2036-datchik-pylsy-max30102-v2	2905|prod2905-datchik-pylsa-max30102-v1
4q2xtw	датчик пульсу пальця	1513|prod1513-datchik-serdechnogo-ritma-pulsesensor
vmxhma	N20	5112|prod5112-kreplenie-dlya-motora-n20	3836|prod3836-koleso-dlya-modelei-i-roboplatform-serebristoe	3385|prod3385-mikromotor-s-redyktorom-6v-500-rpm	2495|prod2495-ymnii-robot-cherepashka-ot-keyestudio	3010|prod3010-robo-platforma-maqueen-lite-microbit-ot-dfrobot
3rjywg	SG90	416|prod416-servoprivod-sg90-2kg	2527|prod2527-kronshtein-dlya-krepleniya-servoprivoda-sg90	5189|prod5189-servoprivod-sg92r-miniaturnii-2-5kg4-8v	8144|prod8144-startovii-komplekt-acebott-qe001-esp32-dlya-rozymnogo-domy-iot-z-arduino	8139|prod8139-bazovii-startovii-komplekt-acebott-qe200-esp32
hvzh7s	HD-1370A	4010|prod4010-servoprivod-mikro-power-hd-1370a
v7zhta	SRD-05VDC	5868|prod5868-modyl-2-rele-5v-z-optorazvyazkoi
w6n6dd	світлодіод миготливий	4627|prod4627-svetodiod-5mm-migaushhii-krasnii	4628|prod4628-svetodiod-5mm-migaushhii-belii	4629|prod4629-svetodiod-5mm-migaushhii-jeltii	4630|prod4630-svetodiod-5mm-migaushhii-sinii	4631|prod4631-svetodiod-5mm-migaushhii-zelenii
mmfffr	KY-016	2966|prod2966-modyl-rgb-svetodioda-ky-016-dlya-arduino
3m6p5k	KY-009	4302|prod4302-modyl-rgb-svetodioda-5050-dlya-arduino
pxh74d	матриця 8x8	818|prod818-max7219-modyl-svetodiodnoi-matrici-krasnii	4892|prod4892-7-9inch-capacitive-touch-screen-lcd-4001280-hdmi-ips-toughened-glass-cover	340|prod340-svetodiodnaya-matrica-8h8-rgb-60mm	360|prod360-Colors_Shield	359|prod359-Colorduino
9k45hy	OLED 0.96	8692|prod8692-oled-displei-0-96-i2c-128x64-jovtii	8694|prod8694-displei-oled-s0-96-i2c-128x64-jovtoi	7356|prod7356-displei-0-96-i2c-128x64-jovto-sinii-ssd1315	1178|prod1178-oled-displei-0-96-i2c-128x64-jelto-sinii	1263|prod1263-oled-displei-modyl-belii
7wf5cm	LCD 1602	169|prod169-lcd-1602-simvolnii-displei-16x2-sinii	6188|prod6188-lcd-1602-i2c-simvolnii-displei-16x2-sinii	1813|prod1813-lcd-1602-simvolnii-displei-16x2-jeltii	1790|prod1790-iici2cinterfeis-lcd1602-2004	8144|prod8144-startovii-komplekt-acebott-qe001-esp32-dlya-rozymnogo-domy-iot-z-arduino
46kths	PCF8574	4645|prod4645-openh743i-c-standard-stm32h7-development-board	6139|prod6139-plata-rozrobnika-openh743i-c-standard-stm32h7-development-board	4417|prod4417-power-over-ethernet-hat-b-for-raspberry-pi-3b4b-and-802-3af-poe-network	5727|prod5727-plata-rozrobnika-open405r-c-package-a-stm32f4-development-board	1393|prod1393-plata-rasshireniya-pioneer600-dlya-raspberry-pi
3kfhgx	семисегментний індикатор 1 розряд	872|prod872-7-segmentnii-1-cifrovoi-zelenii-svetodiodnii-indikator-0-56	5305|prod5305-7-segmentnii-svetodiodnii-indikator-0-56-1-razryad-obshhii-anod-zelenii	3234|prod3234-7-mi-segmentnii-svetodiodnii-indikator-0-56-1-razryad-obshhii-katod-krasnii	3233|prod3233-7-mi-segmentnii-svetodiodnii-indikator-0-56-1-razryad-obshhii-anod-krasnii
xjyxpm	ESP32-S3-Pico	8331|prod8331-displei-e-paper-1-54-chb-200h200-esp32-s3-wi-fi-ble-bluetooth
j8343y	KY-004	7373|prod7373-modyl-smd-knopki-ky-004
scyddw	клавіатура 4х4 кнопки	7370|prod7370-matrichna-klaviatyra-4h4	316|prod316-klaviatyra-matrichnaya-4h4	3459|prod3459-yroki-po-izycheniu-arduino-mikrokontrollerov-i-robototehniki
ss7wn8	VS1838B	1228|prod1228-yniversalnii-infrakrasnii-priemnik
gwcvzd	телеметрія 433	8336|prod8336-cc1101-433mhz-wireless-module-with-sma-antenna	749|prod749-modyl-telemetrii-3dr-433-mgc	615|prod615-Plata_APM_26_s_korpysom	626|prod626-Plata_APM_26_s_korpysom	5024|prod5024-modyl-telemetrii-3dr-433-mgc-kompakt-versiya
e29kxj	radio telemetry	749|prod749-modyl-telemetrii-3dr-433-mgc	615|prod615-Plata_APM_26_s_korpysom	626|prod626-Plata_APM_26_s_korpysom	5024|prod5024-modyl-telemetrii-3dr-433-mgc-kompakt-versiya
838vre	ESP32-C6-Zero	6990|prod6990-plata-rozrobnika-esp32-c6-zero-mini-esp32-c6fh4-wifi-6-bluetooth-5
3ncgwv	14500	2758|prod2758-modyl-pitaniya-li-ion-14500-5v-dlya-raspberry-pi	3040|prod3040-akkymylyator-videx-14500-li-ion-800mach-bez-zashhiti	8462|prod8462-akymylyator-14500-li-ion-3-7v-800mag-bez-zahisty	3401|prod3401-ymnoe-zaryadnoe-ystroistvo-liitokala-lii-s1	5136|prod5136-zaryadnoe-ystroistvo-nitecore-intellcharger-new-i4
hxz8v5	оптопара	7257|prod7257-optopara-el357n-sop-4-10sht	4138|prod4138-optopara-moc3063-smd-simistornim-vihodom-600v	1839|prod1839-konstryktor-4-optoelektronika-iz-serii-prakticheskaya-elektronika	2664|prod2664-simistor-bta16-600b-to-220-50ma	2554|prod2554-optopara-moc3063-simistornim-vihodom-600v
gcmb7j	лазерний випромінювач	3932|prod3932-lazernii-datchik-rasstoyaniya-vl53l0x-v2-940nm	6240|prod6240-datchik-vidstani-pololu-vl53l7cx-time-of-flight-88-shirokokytnii-350-sm	7606|prod7606-lazernii-datchik-vidstani-tof-time-of-flight-uarti2c-vid-waveshare	4820|prod4820-lazernii-dalnomer-garmin-lidar-lite-v3hp	5288|prod5288-lazernii-dalnomer-lidar-lite-v3
fx6sq7	датчик рівня рідини	644|prod644-datchik-yrovnya-jidkosti	5874|prod5874-konstryktor-indikator-yrovnya-jidkosti-svetodiodnii	8132|prod8132-datchik-protikannya-ridini-snzb-05p	8653|prod8653-yltrazvykovii-datchik-vidstani-us-100-z-vimiruvannyam-temperatyri	6053|prod6053-konstryktor-rele-emkostnoe-k104
3wd6g2	DS3231	5759|prod5759-precision-rtc-module-for-raspberry-pi-pico-onboard-ds3231-chip	1142|prod1142-real-time-clock-modyl-na-ds3231sn-bez-batareiki	1626|prod1626-godinnik-realnogo-chasy-na-ds3231sn-dlya-raspberry-pi-ta-arduino	5250|prod5250-godinnik-realnogo-chasy-na-ds3231m	1393|prod1393-plata-rasshireniya-pioneer600-dlya-raspberry-pi
jkjd3m	інфрачервоний світлодіод	7017|prod7017-infrachervonii-svitlodiod-tsal6400-940nm-5mm	2081|prod2081-kamera-nochnogo-videniya-rpi-ir-cut-s-infrakrasnoi-podsvetkoi-f-5mp-s-regyliryemim-fokysom	4526|prod4526-infrakrasnii-otrajatel-qrd1114	1386|prod1386-kamera-f-5mp-s-regyliryemim-fokysom-i-nochnim-videniem	239|prod239-infrakrasnii-otrajatel-tcrt5000
bayjpy	зумер 5В	5043|prod5043-keyestudio-max-development-board-with-type-c-usb-cable-compatible-arduino-uno-r3-10-projetcs	7139|prod7139-bezprovidna-kodova-panel-ypravlinnya-rs-kb01	7132|prod7132-crowpanel-pico-display-3-5-inch-480320-hmi-module-tft-lcd-touchscreen-with-rp2040-support	7133|prod7133-crowpanel-pico-display-2-8-inch-320240-module-tft-lcd-touchscreen-with-rp2040-support	7134|prod7134-crowpanel-pico-display-2-4-inch-320240-tft-lcd-touchscreen-with-rp2040-support
wbjxcv	потенціометр 10 кОм	7185|prod7185-bagatoobertovii-potenciometr-wxd3-13-2w-10-kom	2553|prod2553-mnogooborotnii-potenciometr-wxd3-12-1w-10-kom	8226|prod8226-bagatoobertovii-potenciometr-wxd3-13-2w-10kom	2573|prod2573-mnogooborotnii-potenciometr-wxd3-13-2w-5-6-kom	365|prod365-peremennii-rezistor-10kom
m8b5j5	LiPo 2200	690|prod690-akkymylyator-turnigy-2200mah-3s-40c-lipo-pack-xt-90	6432|prod6432-turnigy-heavy-duty-2200mah-4s-60c-lipo-pack-wxt60u-connector	3053|prod3053-zaryadnoe-ystroistvo-isdt-t8
